Degree,Institution,Graduation Year,Experience (Companies),Skills
B.Tech,Rhodes Ltd,2000,"Rodriguez, Munoz and Hernandez","DevOps, Blockchain, Deep Learning, Cybersecurity, C++, Java, Mobile Development"
M.Tech,"James, Moss and Ponce",2018,"Simmons LLC; Wong, Morrow and Salinas; Barr Inc","Blockchain, Web Development, C++, Project Management, Machine Learning, Cloud Computing"
MBA,Wells and Sons,2011,Moore-White,"C++, Cloud Computing, Deep Learning, SQL, AI"
M.Tech,"Garcia, Cook and Clay",2022,"Robinson Ltd; Ramirez-Wilkerson; Silva, Diaz and Cisneros; Lopez Ltd; Robinson-Mack","DevOps, Project Management, Deep Learning, Blockchain, Java, C++, Python"
M.Tech,"Barton, Ford and Mosley",2005,"Huynh, Miller and Kennedy; Howell-Blackburn; Patel LLC","SQL, Project Management, C++, Data Analysis, DevOps, Cybersecurity"
B.Sc,Munoz-Jones,2007,"Mack, Martin and Beck; Rogers PLC; Barnes PLC; Wilkerson Ltd; Gray-Chavez","Deep Learning, Python, DevOps, Machine Learning"
Diploma,Thomas and Sons,2009,"Williamson, Turner and Mcguire; Larson-Miller","Blockchain, Cloud Computing, Python, C++"
M.Sc,Soto Group,2008,"Elliott, Velez and Blanchard; Williams and Sons; Lopez and Sons; Hull Group","Data Analysis, Project Management, Java, Cybersecurity, C++, Deep Learning"
M.Tech,Coleman-Simmons,2024,Nichols-Harris; Perez Group,"Mobile Development, AI, Cloud Computing, Web Development, Java, C++"
Diploma,"Lozano, Beard and Burnett",2000,"Brown, Garcia and Roach","Deep Learning, C++, Mobile Development, SQL"
M.Tech,Mccoy-Walker,2010,"Lopez, Jones and Reese; May-Mitchell; Roberts-Fox; Galloway Group","C++, Web Development, Deep Learning, Mobile Development, AI, Blockchain, Python"
Diploma,Hutchinson Group,2020,Jones PLC; Spencer LLC,"AI, Deep Learning, Cybersecurity, SQL"
B.Tech,Mays-Wiggins,2018,Reid Ltd,"Data Analysis, Web Development, SQL, Python, Blockchain"
B.Sc,"Wilson, Rodriguez and Vazquez",2004,Henderson LLC,"Deep Learning, Blockchain, SQL, Java, Cybersecurity, Project Management"
Diploma,Stanley Group,2013,Rice-Collins,"Python, Blockchain, Deep Learning, Cybersecurity, Project Management, Java"
Diploma,"Leach, Haas and Aguilar",2005,"Campbell Group; Knight, Walsh and Sanchez; Ballard-Rodriguez; Weber, Mills and Burgess; Reid-Nelson","Machine Learning, Deep Learning, SQL, Web Development, Java, C++, Cybersecurity"
B.Sc,Brown Inc,2007,"Rodriguez-Miller; Johnson, Adams and Bates; Kennedy, Collier and Williams; Smith-Hogan","Cybersecurity, AI, Web Development, Python, C++, DevOps, Deep Learning"
B.Sc,Price-Munoz,2000,"Jenkins Inc; Jackson, Smith and Sheppard; Gomez-Pierce; Allen, Woodard and Harris; Krause Group","Cybersecurity, Data Analysis, Project Management, Python, DevOps, Web Development, Cloud Computing"
B.Tech,Rodgers LLC,2003,"Schultz, Lara and May; Smith LLC; Meyers and Sons; Shaw-Hansen","Blockchain, Java, Cybersecurity, Cloud Computing, C++, Deep Learning, Project Management"
MBA,Jackson-Cain,2011,"Ortiz-Bradley; Fisher, Austin and Ramos; James Ltd","Cybersecurity, Cloud Computing, Python, DevOps, Project Management"
Diploma,Price Inc,2007,"Alvarez, Jones and Trujillo; Baldwin-Moran; Jackson-Wade; Roberts, Rogers and Jones; Barnes, Rivers and Hodges","SQL, Mobile Development, Project Management, Deep Learning"
B.Tech,"Murray, Wright and Turner",2011,"Spencer, Zimmerman and Turner; Hubbard-Phillips; Carroll, Thomas and Bright; Suarez and Sons; Vargas, Baxter and Mann","Cybersecurity, Python, C++, DevOps, Project Management, Deep Learning, AI"
B.Tech,Berg-Montgomery,2013,"Martinez Ltd; Perez-Bennett; Alexander, Harrison and Hamilton; Ramirez-Taylor","Data Analysis, SQL, Mobile Development, Deep Learning, Project Management"
PhD,Grant-Cole,2007,Marshall Inc; Garner-Alexander,"Deep Learning, Machine Learning, DevOps, C++, Cloud Computing"
M.Tech,Gill Inc,2009,"Norris, Contreras and Ortiz; Contreras and Sons; Morales and Sons","Data Analysis, Cybersecurity, Java, Blockchain, Cloud Computing"
B.Tech,Bell LLC,2000,Miller-Brown; Ruiz-Davis,"Blockchain, C++, Python, Data Analysis, Mobile Development, DevOps"
B.Sc,Bernard Inc,2024,"Clay, Davis and Garcia; Mitchell Inc; Crane Inc; Perkins and Sons; Greene-Thompson","Deep Learning, Project Management, Machine Learning, Web Development"
Diploma,Walker-Watkins,2014,"Delgado-Patel; Townsend and Sons; Good, Miller and Edwards","Blockchain, Mobile Development, Project Management, Cybersecurity, Deep Learning, Python"
M.Tech,Phillips-Green,2010,"Nguyen and Sons; Cook, Stevens and Atkins; Fisher, Johnson and Rivera; Lewis, Shea and Palmer","Python, C++, AI, Machine Learning, Cybersecurity, Cloud Computing"
Diploma,"Hodge, Howard and Gross",2012,"Miller, Huff and Ashley","AI, Project Management, Mobile Development, Python, DevOps"
M.Tech,"Norman, Turner and George",2005,Perez Ltd; Wallace PLC; Higgins-Burke,"C++, AI, Deep Learning, Project Management, DevOps, Data Analysis, Web Development"
M.Tech,Patterson LLC,2020,"Lozano, Harris and Sanchez; Reyes, Hayes and Mathis","SQL, C++, Machine Learning, Mobile Development, DevOps, Project Management"
B.Tech,Glover PLC,2012,Willis LLC; Sexton and Sons; Brown LLC,"Python, SQL, DevOps, C++"
MBA,Ellis and Sons,2014,Mahoney Group,"DevOps, Deep Learning, Java, Mobile Development, Data Analysis, Cloud Computing"
PhD,Baker and Sons,2024,"Peters, Cain and Williams; Schwartz, Gray and Smith","AI, Data Analysis, Web Development, Blockchain, Mobile Development"
MBA,"Yoder, Johnson and Collins",2014,Hernandez-Bennett,"Blockchain, Cybersecurity, DevOps, Mobile Development"
MBA,Thomas-Wallace,2014,"Campbell, Gallegos and Johnson","Cybersecurity, Blockchain, Cloud Computing, DevOps"
B.Sc,Gibson Group,2004,Anderson PLC; Ochoa Group; Fisher-Russell; Wong Group,"Machine Learning, Mobile Development, Blockchain, Web Development, Java, Project Management"
MBA,Miller Inc,2018,"Wright, Haney and Hernandez; Taylor-Flynn; Benitez, Roy and Anderson; Rice, Simmons and Rogers; Klein PLC","Cybersecurity, C++, Web Development, Python, Mobile Development, SQL, Project Management"
PhD,Williams PLC,2000,"Hampton, Simpson and Collins","DevOps, Project Management, SQL, Cybersecurity"
B.Tech,Anderson LLC,2014,Lewis LLC; Randolph PLC,"Cloud Computing, Machine Learning, Data Analysis, Cybersecurity, Python, C++, Java"
M.Tech,Patton Inc,2018,"Donovan, Hood and Jones; Moore, Moore and Price; Page-Mejia; Cook-Hall","Mobile Development, Deep Learning, Java, Cloud Computing"
PhD,Kelly-Bentley,2005,"Leach-Stanton; Miller-Cole; Davenport PLC; Hall, Hodges and Armstrong; Parks-Bowman","DevOps, Web Development, Data Analysis, Cloud Computing, SQL, Python"
B.Sc,Shea-Ramirez,2009,Neal-Foster; Aguirre-Galloway; Castillo-Ball; Santos Inc,"Java, DevOps, Blockchain, AI, Data Analysis, Cybersecurity, Web Development"
PhD,Holmes Inc,2002,Schwartz-Cooper; Graham and Sons; Bennett-Flynn,"Project Management, Data Analysis, DevOps, Mobile Development, C++, Blockchain, AI"
Diploma,Rivers-Medina,2004,"Murillo Ltd; Reed, Ryan and Barber","Machine Learning, AI, Data Analysis, Deep Learning, Python, SQL"
M.Tech,"Winters, Wilson and Roy",2020,"Lopez-Nguyen; Marquez, Williams and Cannon; Santos Group; Smith, Vega and Haynes","Blockchain, DevOps, C++, Cybersecurity, Mobile Development, Deep Learning"
PhD,"Chen, Booker and Aguilar",2011,"Wood PLC; Bass, Harris and Sims; Bradshaw Inc; Fletcher-Barber","DevOps, Data Analysis, Machine Learning, Project Management, Blockchain, AI, Cloud Computing"
B.Tech,Hodges-Blair,2024,"Mcfarland-Ortiz; Webster-Brown; Douglas, Hill and Rodriguez; Hernandez, Barry and Hall","Java, Project Management, Blockchain, Cloud Computing, DevOps, Deep Learning"
MBA,Dalton Group,2004,Kelley Group; Taylor LLC; Holmes-Perez,"AI, SQL, Web Development, Cloud Computing, Deep Learning"
B.Sc,Khan-Charles,2011,"Rhodes-Williams; Lynch, Cruz and Scott; Armstrong, Cruz and Campbell; Wright-Long","C++, Deep Learning, Python, Mobile Development, Web Development, SQL"
B.Tech,"Davis, Diaz and Warner",2000,Vega Inc; Patton-Mcmahon; Griffin-Williams; Jones LLC,"Blockchain, Cybersecurity, Machine Learning, Cloud Computing, AI, Data Analysis"
B.Sc,Travis-Watson,2000,"Pittman, Alexander and Perez; Martin-Turner; Ford-Alvarez; Cox, Gonzalez and Elliott; Phelps Inc","Java, Project Management, Cloud Computing, C++, Deep Learning, DevOps"
Diploma,Beard Ltd,2010,Matthews PLC; Marshall-Roman,"Project Management, Cybersecurity, Machine Learning, Cloud Computing"
M.Tech,"West, Parker and Blair",2006,Garrett-Hughes,"SQL, Cybersecurity, Data Analysis, Python, Project Management"
M.Tech,Moore and Sons,2024,Leonard-Woodward,"SQL, Data Analysis, Cybersecurity, Deep Learning, C++, DevOps"
MBA,Edwards Inc,2014,Kelly and Sons; Thompson Inc; Clark-Wade,"Web Development, SQL, Blockchain, Cloud Computing, Machine Learning, Python, Data Analysis"
M.Sc,"Cochran, Figueroa and Baker",2021,"Molina LLC; Williams, Lee and Brewer; Diaz, Hardin and Hughes","Cloud Computing, Data Analysis, Java, AI"
B.Tech,"Wilcox, Miller and Martin",2022,Schneider Inc,"Java, Data Analysis, Cybersecurity, Project Management"
B.Tech,Martin-Vaughan,2004,"Bush, Franco and Mcconnell; Davis, Bernard and Cook; Shepherd PLC; Cohen Ltd","Deep Learning, Python, Java, Blockchain"
M.Tech,Wall-Gomez,2006,Jackson-Harris,"Cloud Computing, Cybersecurity, AI, SQL, Java, Mobile Development"
PhD,Adams-King,2016,"Trevino-Flynn; Fischer, Clark and Webster; Aguilar-Vargas","Python, AI, Data Analysis, Web Development"
M.Tech,Mcdonald Ltd,2013,"Clark Ltd; Gordon, Brown and Wang","DevOps, C++, Web Development, Python, AI, Deep Learning, Mobile Development"
B.Sc,Mathis-Rice,2006,Lopez-Johnson,"Machine Learning, Mobile Development, AI, Project Management, Deep Learning, Java, Cloud Computing"
B.Sc,"Hill, Lopez and May",2022,Calhoun PLC; Brock-Horne,"Project Management, SQL, Mobile Development, AI, Cybersecurity"
B.Sc,Bartlett PLC,2019,"Gill, Haney and Jacobs; Caldwell and Sons; Preston, Gamble and Parker; Decker, Mack and Patterson","Machine Learning, AI, Mobile Development, Cloud Computing, Java, Data Analysis, Deep Learning"
B.Sc,Herrera-Gonzalez,2010,Brown PLC; Haynes Inc,"Deep Learning, Blockchain, SQL, Python, Cloud Computing, C++"
B.Sc,Lewis Ltd,2005,"Gardner-Pratt; Owen, Schneider and Ortiz; Todd, Gray and Steele; Soto PLC; Clark, Holland and Henry","Python, Machine Learning, AI, Data Analysis, DevOps, Blockchain"
B.Sc,Howard PLC,2008,"Duncan-Riley; Christensen, Sullivan and Hancock; Gross-King","AI, Python, Project Management, Machine Learning, Data Analysis, C++, Deep Learning"
B.Sc,Matthews PLC,2024,Smith Inc; Cook-Herman; Chambers-Mcdonald; Smith Inc,"Machine Learning, DevOps, AI, Java, Blockchain, Cybersecurity, Cloud Computing"
Diploma,Gutierrez Inc,2017,"Petty and Sons; Ray, Hansen and Hamilton; Sullivan-Gray","Cybersecurity, Java, Deep Learning, SQL, Project Management, Python"
B.Tech,"Pollard, Roberts and Ward",2022,Bryan-Nelson; Roy-Hendrix,"Cybersecurity, Cloud Computing, AI, Java, C++, DevOps, Project Management"
MBA,Olson-Wilson,2024,Duncan-West; Ramos-Meyer; Robles-Mitchell,"Deep Learning, SQL, Data Analysis, Web Development, Java, Cloud Computing"
MBA,West-Morales,2014,Payne-Sheppard; Rivas and Sons; Myers Ltd,"Cybersecurity, Java, C++, SQL"
B.Tech,"Savage, Park and Romero",2015,Brown Ltd; Mason-Howard,"SQL, AI, Machine Learning, Web Development, Cybersecurity, Python, Data Analysis"
B.Sc,"Smith, Martin and Martinez",2005,"Mccall, Page and Little; Juarez, Quinn and Blake; Williams-Valencia; Hogan LLC","C++, SQL, Blockchain, Python, Mobile Development, Project Management, Machine Learning"
M.Tech,"Bowers, Carter and Boyd",2010,Johnson-Cole; Perez-Jones,"AI, Web Development, Machine Learning, Mobile Development, Deep Learning, SQL"
Diploma,"Smith, Torres and Davis",2016,"Spencer Group; Hughes Ltd; Robertson, Martin and Sanchez","C++, SQL, Deep Learning, Web Development, Cloud Computing, DevOps"
M.Tech,Lee-Mullins,2017,"Flores, Duke and Massey; Phillips, Pham and Barton","Cybersecurity, DevOps, Data Analysis, Blockchain, Cloud Computing, Machine Learning"
PhD,"Coleman, Warren and Johnson",2014,Trujillo-Martinez; Cowan-Jennings; Hutchinson-Lee; Brown PLC; Smith-Terrell,"Python, Mobile Development, Deep Learning, Data Analysis, Cybersecurity"
MBA,Soto-Lopez,2022,"Holland PLC; Estes, Shields and Harris; Brennan-Baldwin; Brooks-Clements","Java, Project Management, DevOps, Cloud Computing, Web Development, C++, AI"
Diploma,Massey Ltd,2002,"Jackson, Patterson and Gillespie; Scott, Buchanan and Aguilar; Johnson-Dunlap","Deep Learning, Web Development, Data Analysis, Cybersecurity, Mobile Development, Blockchain"
M.Tech,Kaufman Group,2021,"Delacruz-Reyes; Hanson, Bryant and Thomas","Machine Learning, Deep Learning, Project Management, Data Analysis, Blockchain, Web Development"
B.Sc,"Walker, Watts and Malone",2016,"Robles-Webb; Downs, Novak and Clark","Cybersecurity, Python, Web Development, DevOps, Cloud Computing"
Diploma,"Guerrero, Gonzalez and Johnson",2000,"Hamilton Inc; Adams, Mills and Cuevas; Hubbard and Sons; Shannon-Oliver","Web Development, SQL, Blockchain, Machine Learning, Java, Data Analysis, Mobile Development"
B.Tech,Flores-Haynes,2002,Miller-Taylor; Martinez and Sons; Morris LLC,"Web Development, Cloud Computing, C++, AI, Cybersecurity, Java, Blockchain"
MBA,Williams Group,2007,Gonzalez-Wade; Gonzalez-Decker; Bryant Group,"Cloud Computing, Python, SQL, Machine Learning, AI, Data Analysis, Web Development"
PhD,"Henderson, Peters and Smith",2015,"Thompson, Wright and Roman; Martin, Williams and Hernandez; Morgan LLC; Hartman, Harris and Beck; Mckenzie Inc","C++, Java, Mobile Development, Web Development"
B.Sc,"Hudson, Allen and Lyons",2019,"Lee-Contreras; Kim, Hunter and Turner; Miller LLC; Williams PLC","Web Development, Blockchain, Cybersecurity, C++, Data Analysis, AI"
PhD,Powers-Lawrence,2022,"Harris, Walker and Burns; Floyd Inc","Blockchain, SQL, Java, Cloud Computing"
B.Tech,"Flowers, Robertson and Jones",2015,"Snow, Gibbs and Roberts; Taylor PLC","DevOps, Mobile Development, SQL, Deep Learning, AI, Web Development, Java"
Diploma,Weaver Ltd,2018,Mann Ltd; Robinson-Navarro,"Deep Learning, Mobile Development, Python, Data Analysis"
B.Tech,Ryan and Sons,2014,Welch LLC,"Data Analysis, DevOps, Python, Cloud Computing, Blockchain"
M.Sc,Johnson-Goodwin,2017,Duke LLC; Campos-Diaz; Robbins Group,"DevOps, Project Management, Python, Cybersecurity, C++, Deep Learning"
M.Sc,"Brown, Wright and Roberson",2018,Robinson LLC; Garcia and Sons; Anderson PLC,"AI, Data Analysis, Project Management, Deep Learning, Python"
PhD,"Brown, Riddle and Douglas",2021,"Gordon LLC; Taylor-Young; Berry, Campbell and Cross","Java, Mobile Development, Python, DevOps, Data Analysis"
PhD,"Dawson, Sullivan and Smith",2024,Davis-Gibbs; Rice-Arellano,"Deep Learning, DevOps, C++, Project Management, AI, Web Development, Machine Learning"
B.Tech,"Bell, Wright and Jackson",2011,Bullock-Ramirez; Ward Group,"AI, DevOps, Web Development, Mobile Development"
Diploma,Smith LLC,2000,"Meyer, Porter and Pierce; Nichols, Williamson and Garcia; Steele-Holland; Williams, Johnson and Anderson; Williams-Davis","Web Development, Project Management, Python, Blockchain, Cloud Computing, Cybersecurity, Java"
B.Tech,"Mcdonald, Ray and Mccormick",2004,"Bruce, Jackson and Lewis; Calhoun, Manning and Rodriguez","Cloud Computing, Deep Learning, C++, AI"
M.Sc,"Anderson, Garcia and Munoz",2018,Sims Inc,"Python, DevOps, SQL, Deep Learning, Java, Blockchain"
Diploma,Bowman Group,2013,Morales-Gomez; Velez Group; Hernandez Ltd; Soto-King,"Web Development, Mobile Development, Cybersecurity, Python"
M.Tech,"Howell, Wright and Ramirez",2003,"Beck-Anderson; Williams, Meyer and Barker; Rodriguez, Johnson and Russell; Spencer LLC; Black-Barber","Python, Web Development, Data Analysis, Blockchain, Deep Learning, Cybersecurity, AI"
B.Tech,Miller and Sons,2017,"Payne, Jackson and Smith; Cooper-Bailey; Pearson PLC","Python, Data Analysis, Web Development, Cloud Computing"
PhD,Nelson-Yates,2004,"Patel-Wagner; Brown, Lloyd and Casey; Bernard Ltd; Church PLC","Project Management, Python, C++, Deep Learning, Blockchain, Mobile Development, Machine Learning"
B.Sc,"Harris, Ramsey and Anderson",2014,Reese Ltd; Matthews Inc,"Project Management, Blockchain, C++, Cybersecurity, Python, DevOps"
B.Sc,"Jackson, Atkinson and Garcia",2018,Vazquez-Rodriguez; Kelley-Douglas,"Web Development, C++, Java, Cloud Computing, Mobile Development"
MBA,"Randall, Chambers and Cook",2006,"Guzman PLC; Page, Hill and Sanchez; Brown, Larson and Morris; Stout-Lowe","Project Management, Deep Learning, C++, DevOps, SQL"
MBA,Martin-Allen,2002,Malone Ltd,"Data Analysis, Web Development, C++, Cybersecurity, Project Management"
M.Tech,Murray-Woods,2019,Nelson LLC; Weber-Walker; Mclean-Russell,"DevOps, Java, Deep Learning, Python"
MBA,"Williams, Johnson and Martin",2010,Davenport-Villegas; Jones-Smith,"Data Analysis, Mobile Development, SQL, Cybersecurity, Deep Learning, C++"
B.Sc,Smith-Johnson,2016,"Cook, Nguyen and Newman; Green, Brown and Valdez; Henderson Ltd; Clark, Webb and Willis; Green, Brown and Smith","Deep Learning, Cybersecurity, SQL, DevOps, Python, Machine Learning, C++"
PhD,Blackburn and Sons,2022,"Perez, Campbell and Kelley","Mobile Development, Python, Java, Cloud Computing"
M.Sc,Leach-Reyes,2018,"Henderson, Smith and Johnson; Cruz and Sons; Walker and Sons; Haney-Adams","Web Development, Data Analysis, Python, Mobile Development, C++, AI"
Diploma,Snyder-Williams,2014,"Torres, Sanchez and Richard; King LLC; Armstrong, Gonzalez and Jefferson; Brown Inc","Cloud Computing, Blockchain, Mobile Development, Cybersecurity, Machine Learning, C++"
B.Tech,Alvarado Group,2001,"Ramirez-Lee; Smith, Davis and Robinson; Jones, Mcdaniel and Bass; Davis-Harper; Kennedy Ltd","C++, Java, AI, Data Analysis, Web Development, Deep Learning, Cloud Computing"
M.Sc,Briggs-Hood,2000,"Garcia, Reed and Mooney; Smith, Joseph and Malone; Hughes LLC","Java, Web Development, SQL, Machine Learning"
Diploma,Young Ltd,2015,Bradford LLC; Smith-Allison; Davis-Michael; Warren Group,"Mobile Development, Blockchain, SQL, Java, Machine Learning, C++, Web Development"
MBA,"Jenkins, Young and Alvarez",2024,"Sanders LLC; Park, Miller and Jackson; Zimmerman, Marquez and Lopez; Paul LLC; Berg-Gilbert","Deep Learning, Python, DevOps, Project Management"
Diploma,"Sullivan, Hayes and Smith",2012,Beck-Richards; Hicks-Wu; Garcia-Bennett; Perry-Cunningham,"Cloud Computing, DevOps, Python, SQL, C++"
M.Tech,Dougherty-Keller,2012,Torres-Klein; Boyd Inc; Booth-Craig; Houston and Sons; Casey-Martin,"Deep Learning, Python, Project Management, Web Development, SQL"
M.Sc,"Stone, Duarte and Smith",2014,"Jennings, Fowler and Wright; Ford-Taylor; Harris Inc; Brown-Snyder","AI, Java, Project Management, Machine Learning"
